예측대상일자,배추_가격(원/kg),무_가격(원/kg),양파_가격(원/kg),건고추_가격(원/kg),마늘_가격(원/kg),대파_가격(원/kg),얼갈이배추_가격(원/kg),양배추_가격(원/kg),깻잎_가격(원/kg),시금치_가격(원/kg),미나리_가격(원/kg),당근_가격(원/kg),파프리카_가격(원/kg),새송이_가격(원/kg),팽이버섯_가격(원/kg),토마토_가격(원/kg),청상추_가격(원/kg),백다다기_가격(원/kg),애호박_가격(원/kg),캠벨얼리_가격(원/kg),샤인마스캇_가격(원/kg)
2020-10-02+2week,1016.9753229524688,758.0497062853512,963.9385120090265,19048.120223421,5042.395783317379,1846.2476363250362,1153.2814850923637,818.5941924280816,6023.216830643321,3133.4647637041035,2773.342345939162,1441.5203636027782,3789.396545785843,2201.7925245357524,1740.5174139796595,3113.8339708475496,3683.712859599869,1834.9122676407492,1872.1838388526494,3812.0210060380714,12122.112274698084
2020-10-02+4week,863.2869432906842,685.7414342737399,984.4153709015724,18892.855106940176,5107.57675321577,1511.223007604083,1044.0277203628236,768.114044357844,5883.6996205023615,3143.3738615607117,2570.8918633595413,1237.3803778331762,3172.329950257042,2205.3961478841593,1743.2316346433586,2448.9285227375913,2989.7927902281053,1864.670566197819,1934.7287174532487,3836.9105562283403,12711.532709255596
2020-10-03+1week,1088.5447769119135,695.4887611780653,927.7302648816991,21501.189007407484,5145.675142963304,1918.4625102390917,1217.5861507306884,893.5769630584227,5505.475754655935,2529.29398917994,2471.6399247042054,1411.7443265168868,3846.249799035521,2203.688211079597,1855.9778879261094,2998.0890876535113,3561.970401961622,1905.6555180266857,2072.3911357704596,3913.2261503333925,11467.821731276996
2020-10-03+2week,889.1388171398556,747.4977648692841,926.8439219983662,18908.902054680086,5156.7804403345235,1727.3573222211699,1097.0769113175154,722.8084277893845,5735.8948720760445,2461.575276674996,2705.5933782031875,1273.877000649607,3723.06244396949,2193.8629580762404,1732.3320811865185,2939.3799728643744,3609.3729925550742,1738.8581185515575,1848.257066856631,3806.7545113967017,11584.054023387904
2020-10-03+4week,805.1492962353476,599.0383589014224,928.5266648696952,14836.227225741342,5289.267094669973,1400.6979351829618,1040.7285227689572,742.5103025409699,5691.802336493967,2690.189231974642,2554.916822694272,1120.764017046519,3179.7270926347987,2202.329679876974,1738.4598299902143,2431.682152862995,2886.6264760104937,1863.4204644780118,1930.708671316841,3808.670356823067,12955.297697269982
2020-10-04+1week,960.6189256941037,812.2587541278808,954.2249445324064,17831.042336158782,4833.133039615213,1979.426509534628,1069.9875379544344,746.5295000458698,6163.504444546808,3127.8771604877816,2598.333643004436,1481.748420893535,3672.339312902899,2133.143395642058,1821.0019304464313,3153.2932022178184,3612.9456592109736,1738.9925997085609,2108.983793658357,3903.9557760639573,11320.712679376627
2020-10-04+2week,830.0564870705903,788.891686770522,953.9594976819897,18600.955705781435,4891.381561115825,1903.1963524312848,1011.474854477122,672.217347905189,5996.795685281753,3319.1506434388816,2679.4584654134032,1377.4021643315602,3858.255953502307,2191.468403651505,1732.9671370473045,3043.7332206718206,3618.008004432668,1794.9549496599084,1879.8145975974558,3904.3602274180594,11060.033606912899
2020-10-04+4week,812.6619228508522,705.2783098160186,965.8523461699192,15345.386344469189,4891.058452775274,1526.1194485578812,984.228244474378,790.5910765453411,6321.737265432074,3183.0179231385655,2652.77949166223,1188.6601805769187,3422.5209330519756,2204.0515565636183,1739.4177923875322,2400.53893498297,2898.3288759172756,1850.948779166787,2168.4744572944883,3889.7590302215867,12912.732081511995
2020-10-05+1week,769.3782805860903,664.3487015659072,753.7604424914376,17532.071558959797,3874.9945634349397,1601.3622299621543,900.5253773497086,585.5729836458866,5008.580481964423,1793.4889685213013,2106.804744476047,1293.9115862143701,2967.712466958404,1719.5215299781196,1456.1611231532313,2814.799988317305,2943.5170043773046,1607.1399918458294,1667.1318834479202,3077.6485587480065,9216.453956257441
2020-10-05+2week,663.8841026489957,635.4881676725018,746.9686773925688,16949.16845487263,4005.355207840776,1545.2561227900903,899.3262357830446,583.5122934315211,4772.961941335789,1980.088026950988,2290.067102660962,1154.346501940069,3061.233180882147,1798.8331599823387,1430.4909854253478,2683.268550963437,3000.677264612708,1369.0392853220624,1478.944398919953,3099.27572285484,9902.42263407614
2020-10-05+4week,625.6922475588966,566.6783364092068,765.4031131351003,11669.196984822722,3877.6618611945014,1247.6409141082943,882.6310120313501,632.1807671169682,4762.582582308324,2173.2682186402744,2230.967858766484,973.0887905029284,2649.298633819715,1808.8260532094152,1427.7564763290213,1983.6073312351762,2268.9176643663427,1507.6140625704618,1637.589496383894,3106.1150289206194,11591.106794575273
2020-10-06+1week,1078.8567275791866,901.9321651556099,926.318506594474,16483.49681709994,5091.775015485385,2003.3091345527769,1054.846371865619,844.2516963613989,5514.319453159031,2472.8970858932944,2628.37553504249,1378.8789834116594,4138.926704638766,2320.7571524706036,2219.3508297355793,3246.5137376490607,3558.18592171604,1929.4736180000662,1781.4905328164361,3835.483297713317,11088.391457553756
2020-10-06+2week,955.705131656672,796.2994198299131,920.9686988294538,18026.64207280088,5092.5034281035805,1722.4439797179327,1029.538659957563,756.6236701418271,5560.169366682348,2302.488119217529,2592.2088643835505,1311.552521419807,3785.813057787749,2199.950736317304,1763.1459742097716,3005.998276819386,3588.498501250592,1654.324531032386,1804.5813868624537,3771.9972419915002,11671.122659034876
2020-10-06+4week,787.7506583243699,734.9579652338779,965.35755483969,14780.23932882929,4960.208180183923,1511.8363697772932,1087.5026012154094,761.622205245558,5251.330623012251,2520.348272741396,2676.140341968291,1147.815771480458,3396.9436110322363,2207.648441299598,1754.819547992805,2388.710826423466,2793.7496491581005,1851.1512754062508,1945.2435387002506,3805.8801485764634,13240.75209761456
2020-10-07+1week,1186.8278194615173,919.9564028073723,990.5489801049,18291.18863854898,5015.779589305551,2099.039529566592,1079.4562858063898,895.5599504874584,5260.610245658302,2245.797040462945,3187.2156998884416,1274.9658057891393,4225.095248212923,2381.0488598674633,2326.4254563686923,3234.9369264542506,3497.5641170824892,1868.0510158363627,1646.403386379466,3909.8243203771553,11360.577389193117
2020-10-07+2week,1034.4497747421276,812.4436159826278,961.3818550662611,17547.36568723881,5024.222179746441,1713.4769485130823,984.2323775240093,805.0637059451371,5534.609148318405,2332.871665255429,2626.158600603173,1243.2375035377318,3832.7106772615216,2203.286950431046,1763.1680222715806,3006.2535198605874,3358.6789824587586,1693.7421813198562,1758.127651662185,3751.230559576257,12064.872476470964
2020-10-07+4week,815.6144588135855,782.5441774571384,1039.661697830336,19278.89107241508,5036.5244825119025,1487.2360535052994,1163.9044756926648,736.7162344971932,4779.94438022002,2451.096022424995,2673.852850151249,1097.7054776874802,3128.776174329954,2209.850484986538,1755.6591190995869,2376.9395345734333,2680.462521029457,1857.1322873141794,1890.8520619050366,3824.249504626099,12852.10608695531
2020-10-08+1week,1246.0788711694283,866.5901623559831,1000.2439601713191,16373.503925430905,4750.701790465526,1991.1982607864059,1066.5647844464381,778.0547713979917,5054.812427669536,2530.548267953613,2464.2845640110636,1291.7382283132679,4320.597600672912,2397.2390042759844,2073.182035336576,3200.417172065069,3484.672422457771,1892.4507826803315,1699.4587793770706,3759.9849905352903,10506.591978801398
2020-10-08+2week,1048.4458019349456,831.2175584233976,978.6552041144035,18909.58926906355,4823.131513434272,1601.4124109511615,1114.9184314843494,759.9881776119632,5527.027699484903,2488.2141388273612,2670.7640869970837,1234.9495919530107,3922.937374716372,2206.317142392802,1750.408551877264,3013.2997432764255,3290.154380183105,1733.684154815598,1783.3133390610558,3690.2371589766653,11653.466716156998
2020-10-08+4week,823.7255876390652,771.0578920897974,1018.6317937188905,18548.083983804998,4804.1180706976365,1534.7127150718889,1096.8116594817122,724.4065528170663,4703.517327261945,2700.565302329054,2610.057395267277,1215.3092369028052,3241.3495624969214,2204.772892486576,1719.0730190528686,2357.681978985637,2619.087322835762,1854.0596592408642,1985.4976746164346,3742.3156653108013,11669.36706287042
2020-10-09+1week,1208.070279790951,869.0505823789847,1022.7160088001033,20727.40317524013,4892.776533332608,2077.751707656092,1057.0312607643946,799.2862386501865,5155.982988676866,2465.8583265712596,2486.0068517816,1250.8316595833644,4080.9502486393917,2434.2515390589488,1870.7446724430313,3282.0664781906366,3473.4231020049947,1849.8971904139705,1701.7066743804448,3779.2140687834417,10454.296789952388
2020-10-09+2week,999.688005368878,828.8366874056392,1006.9029281951128,18985.08447598862,5002.493784793252,1598.0000738148685,1128.47902951873,778.6035387278539,5521.450919238984,2279.600598013357,2673.7955483280357,1229.4036222374773,3780.1258540379104,2202.844159013276,1737.6173277426503,3114.1639237585337,3265.72841692999,1793.0243725072285,1755.8002928882286,3735.579778201438,11514.742562365042
2020-10-09+4week,812.6755341373738,781.1975015267025,1027.8590203007086,15957.158537166462,5086.586411728433,1593.9161891353192,1117.072999526104,738.0867494916122,4661.648504852143,2628.221135638454,2641.595720387525,1186.4945768175983,3034.4411374555048,2202.5137276075516,1702.936495246895,2378.8913943078746,2591.5905501093234,1862.1414422114585,1963.1074620639085,3765.4253826044383,11877.195031601983
2020-10-10+1week,1155.5386550589578,821.1383935684187,1024.8230636466635,18518.052303547993,4966.97822297886,2176.587805201886,1008.2041485819466,854.7986612223076,5345.023816968618,2307.1020960356364,2571.4923668164843,1243.4501242700212,4108.227323083022,2344.523680377838,1758.6199790550268,3270.6132327261066,3468.0461885655886,1872.1266017674122,1675.292442344209,3766.2971331638187,9986.317693371086
2020-10-10+2week,983.7725834664515,800.4887254691448,1016.3313069749768,19072.143006611615,5010.554216122567,1804.0277050039208,1071.0809047655591,830.5933170249642,5512.324861221419,2412.494775737726,2629.7306306681467,1245.2019259588092,3708.0082760450714,2203.3798504920537,1728.9316621064963,3103.608528889795,3262.508226695694,1837.406861633834,1744.9884757254886,3752.7758070060445,11337.72319944176
2020-10-10+4week,814.0199915444381,738.6104904729291,1040.9848466409046,16875.375993576476,5098.507198540042,1585.7925623501733,1092.8758030934077,742.6957346679395,4420.2071409480595,2644.2488994785845,2693.8877403325023,1156.0949376784847,3045.9076737959363,2201.6799500418374,1703.3526435239532,2397.524691902445,2573.99095861856,1865.2018037103448,1899.8267921417628,3774.550555469422,11866.10959763596
2020-10-11+1week,1188.9385803876849,738.3988215856543,1049.261713927122,19314.782608092737,4823.651395357217,2058.0955099531798,986.0937846135148,879.4054442975093,5628.913137880696,2600.406831867214,2638.5534580446324,1526.4903759585877,4146.128496094716,2345.5089164189108,1655.7321538320907,3031.9009274460723,3504.6709383109874,1811.6015247739429,1693.489004520575,3721.8804292505247,9868.509735723106
2020-10-11+2week,932.102453470385,751.9910767502682,1045.7928867260011,19093.35252214385,5005.6426811176025,1644.5718515695646,990.5529303763434,844.8249749125181,5558.437748375058,2750.491080802936,2583.5396840093786,1375.2112242834296,3784.9996809062186,2208.365054682697,1727.5913538496418,2970.9775355579695,3242.4136727165246,1720.6059052781611,1810.0885962339619,3807.0089879654715,10886.995192322065
2020-10-11+4week,781.2896127907103,634.069783665726,1055.7585058528268,18841.506902387464,5091.121539907875,1574.0537836080557,1017.2025401494084,758.5791475927476,4877.9149062190145,2619.9657902607305,2780.8219011135293,1340.542789386752,3270.523301404356,2200.7422657825364,1691.9824338989126,2361.4108553820183,2603.4020814171467,1856.969438579274,2055.099409513845,3750.3192954411907,11810.718818122441
2020-10-12+1week,868.6287493981072,692.821030879031,868.0080333457763,16608.179976608626,4429.039228051482,1833.542611004087,915.167933094387,879.9926741515294,4227.228786147808,1920.4748148712667,2115.3925151586013,1363.1063102428616,3444.7874778920213,1909.1046732316065,1511.1199084951218,2989.0582449649514,2939.179014446707,1427.2056992262737,1292.2984113325467,3058.4223922878655,9000.471879250523
2020-10-12+2week,802.7697814776642,663.3781175486077,873.5428198187589,13921.046922611731,4241.176239339683,1512.5798981138669,961.7809473675889,731.1050341720301,4466.827780544292,2083.709696158873,2248.9531369566844,1302.465895853113,3029.438359920653,1809.942340290704,1424.0057963339616,2587.053239676865,2591.538776256484,1375.8286824167872,1420.4165516336102,3104.362295598298,10060.678515990916
2020-10-12+4week,647.0491446000242,616.4723445721228,869.6776889238095,14107.867957366207,4498.629948734161,1382.1724573435722,956.8578396151904,696.9479259380547,3589.931373896835,1872.855138255991,2332.9204156572678,1181.3105660905333,2423.7178228206844,1801.0684385176462,1387.018010814306,1944.8154061189023,1952.9353620159573,1517.1434222365347,1594.844612255432,3074.938240349268,11452.66393383931
2020-10-13+1week,919.4231803317333,718.6675652008004,996.6819962490341,16959.412318133564,5210.3723414741435,1988.199991890474,1106.803722235685,1021.4680613063928,5404.423560670783,2455.4971469303173,2664.2019776888333,1424.2446816945917,4291.484678606457,2405.720074595035,1824.8789978599127,3410.0426558300333,3422.295343521335,1755.9422495433569,1622.0190785637812,3795.765760811173,10470.221381015297
2020-10-13+2week,920.6113289549213,723.1783723154621,1006.9460853664584,18709.811015448962,5131.909689087738,1746.9803435075792,1112.630851194464,871.7542762267901,5522.809561911787,2553.2776030730756,2674.0673178113343,1447.1746446929878,3826.8401173197967,2211.1887216675073,1760.7733434364445,2864.020911680775,3186.342842792515,1767.7379555375494,1758.110883476253,3785.202524585846,11627.538719017002
2020-10-13+4week,759.5007173679896,667.210139275966,1023.8894942562815,17494.112517445894,5194.145351307538,1571.1671267782003,1133.97976971754,806.1414342537312,4594.102108530416,2411.1355185489547,2861.714097718814,1291.9378080030874,3283.076650085299,2199.0130526028697,1718.410655502235,2358.4989045174902,2552.9136176215097,1861.4614059663186,1867.2783738096555,3775.7650449133166,13264.30228080904
2020-10-14+1week,812.2499929913146,737.7060216739701,1020.8965962074876,18183.43440059985,5236.888226900678,1995.7202398386123,1067.4734806981116,1059.5218203774111,5502.400447345274,2522.107894923356,2600.9652208814,1510.4073749926602,4474.486298643727,2404.9402961261117,1779.504253749115,3343.8921715454026,3308.8251190010865,1718.1851690068165,1718.9653921475883,3753.1107692044557,10430.295071086379
2020-10-14+2week,854.2879005415574,693.0651266891894,1013.7268555110767,16784.54203465139,5287.523333251046,1769.0354022004349,1007.7282373163678,889.632144052039,5530.587038798058,2606.53970268808,2609.8621870800353,1522.3193939574312,3895.615856106023,2212.5538942097883,1752.9267920183102,2874.1907983923934,3111.101644745829,1681.6747123061768,1757.3458290415301,3690.9854847707948,11679.358979561226
2020-10-14+4week,770.6772370057902,631.3866676534477,1075.924470457007,18625.547947689625,5100.352225186325,1615.1774851178152,1089.0013203227422,776.2128095663398,4575.092885624496,2298.1664207337744,2980.603587932826,1322.8092096623882,3134.666826939454,2197.437647418182,1702.9534357078062,2374.923864747792,2545.336744817337,1873.0912789867878,1944.6384953212144,3787.421070093391,12922.948565776394
2020-10-15+1week,780.6461153259555,733.9744875115327,1006.8852416215653,20153.000945855652,4933.211428171694,1939.2825834660948,1012.2716212455055,1068.3160252819184,5430.32818181352,2743.383457726293,2518.012259456309,1398.2318910584909,4405.22182409332,2437.4545195528694,1752.2436058609237,3312.5127490089076,3212.666966728699,1732.6676724438116,1677.7222054987653,3773.829503564535,10214.389587118523
2020-10-15+2week,848.9447094883895,679.991566597982,983.5115345186799,18857.399097372232,5005.051916180314,1793.4518496027918,1024.2072406777945,860.521005563391,5413.362677570949,2555.6367961035803,2611.9806208987948,1381.1818270706608,3923.9450770431963,2213.8345995010386,1736.6527011439284,3025.3192108408984,3040.507336320396,1677.3975609987478,1799.3266893469981,3754.141687651826,11395.598912536312
2020-10-15+4week,835.8027782426163,602.1924583532277,1035.9784096436713,17848.647630372274,4916.714248616378,1533.6305564387915,1064.3760859110537,808.8843061585395,4688.871917313397,2438.5606824246506,3019.8173304628244,1222.5812719741891,3102.5431211565146,2196.423593459242,1697.5925553871343,2373.6830748697967,2528.9514297235196,1870.1846238256242,1942.8702248548382,3767.024400582813,12600.090619042614
2020-10-16+1week,761.5812963377953,719.6012116566269,1029.7039546093229,18641.675085677027,5136.412590654006,1862.7760028197258,1018.8837312386788,1094.0898297423832,5558.90949089969,2615.8512630642726,2546.2462080060072,1440.9904633119122,4495.335856987954,2442.419701235226,1661.8576812568092,3322.0447649781718,3173.381651195239,1738.1243584460453,1705.8681042945614,3771.41596571877,10348.428668645043
2020-10-16+2week,858.0298562257017,644.9909024536582,1041.823105623129,18523.290252714058,5050.161579716085,1733.5179080702856,1023.5162719946821,881.5246060981958,5494.728570719467,2531.236523867893,2567.0734108159627,1418.4664619619998,3914.6980746318995,2209.8431087049103,1716.4864366914283,3053.2486847999344,3001.1881809898573,1681.2127982412471,1825.2279821712702,3718.4632691238166,11362.420452595517
2020-10-16+4week,824.0738980436823,612.4317650910682,1055.6894545796206,19130.18424978421,5190.869427846268,1524.6428656058847,1027.07138142353,820.9935831701292,4642.205574726663,2451.046106569587,3102.0619612594887,1253.6676208424774,2900.9409758396887,2190.0723351071765,1681.4186425474713,2395.6989947988586,2529.19817636773,1883.0094851947108,1886.7129555521328,3755.4747093598025,12645.96481667239
2020-10-17+1week,731.2059937236493,732.5164526905385,1023.2408571897872,21878.863681903225,5214.650620020948,2012.516377129764,1016.6099598351511,1105.6812155222267,5562.341233047369,2510.7373163551433,2537.7706701600464,1353.6099849186774,4599.266162248014,2394.2567811021177,1719.3953007110686,3266.409956075095,3157.7183036775987,1729.3121394381487,1701.5513780182027,3682.3574370927563,10434.577803922166
2020-10-17+2week,814.9724388601968,612.6535856040591,1035.7739139206724,20078.10447238958,5141.792821809639,1773.346042804131,1009.295751990048,844.355712286146,5451.292238859531,2537.8259825517803,2547.370299364052,1291.385706652087,3773.9783075732294,2208.201019711008,1711.5577199615097,3042.849309517587,2989.438969956975,1773.9064390712408,1835.0301801134772,3737.12994869501,11302.480068483197
2020-10-17+4week,832.2834031814895,578.3869609077063,1057.8509371760006,19480.288735818278,5285.4326821531695,1519.4605565193692,1110.6307743305686,830.442572604429,4539.86114020268,2619.1333172798822,3240.891015856764,1180.6196330089356,2883.9259236298153,2185.7434043778585,1670.8194266741948,2409.146735080163,2507.7963528290898,1888.6216899636618,1844.8076535539299,3753.103539502112,12574.218238744877
2020-10-18+1week,795.2136794691797,627.2046836485229,1034.6900096658003,21022.1538302329,4811.240482820027,1846.884371427076,956.297822281213,922.304625477573,5835.963282852567,2673.509861930361,2533.5725991600857,1387.8521914735322,4564.594537338771,2431.956701838753,1655.9128264088413,2926.4216326965807,3132.0572929829405,1726.3144401186496,1912.6048214580774,3679.5507700574976,9784.827049508596
2020-10-18+2week,864.9613949389758,602.5169942667701,1051.5296948000273,17817.81709597932,4809.843629128684,1621.198636904142,959.9030992494709,832.9520921072798,5568.789724145776,2738.9568354919484,2567.5115773961306,1393.5514612730622,3832.5455774238144,2210.2397692338623,1710.2428120206978,2922.359844418121,2973.98268430925,1612.0338491483453,1863.2480718019383,3719.3338579810747,11047.862524721484
2020-10-18+4week,870.7671669667823,541.3515001952766,1055.0373753586057,18549.955727647444,4988.398117549186,1526.2775453103604,980.761504429139,777.0318402157966,5224.595621677949,2772.124006824527,3329.8886864322876,1299.139132061483,3056.0590230048883,2185.193136677317,1664.4161662036963,2368.782318641758,2535.5832260517827,1884.5157402761345,1971.9621913493174,3742.348353969646,11951.608716360824
2020-10-19+1week,562.3513427577687,563.0189289178443,881.1777597492954,17248.430273355523,4219.868557932511,1723.0132916543319,885.4111372259572,850.6075114086959,4458.242590110547,2011.9668108215149,2184.670610563639,1345.5709124502414,3514.5850275811736,1966.5061336251313,1346.867004555234,2763.3772203330564,2537.4302362263015,1504.718976540233,1380.4126299049599,2982.415611188995,9221.17189673878
2020-10-19+2week,561.150874557674,500.05843659318543,900.0631000224838,17058.77112835917,4372.07963191131,1531.8134069489447,880.4375708822301,824.764150752376,4525.543863345647,1954.0238643034836,2179.05927009018,1261.234046751547,2997.8386339958224,1813.146623104913,1400.044015827245,2462.683234709779,2344.246815920813,1336.824275982573,1440.038750734458,3053.576188832606,10093.866768593192
2020-10-19+4week,614.0532641755652,406.9075015903196,910.5072461299957,11677.683730408424,4471.262643292901,1445.7769611048077,929.1725364188567,706.5647815535704,3812.3290515753156,1836.363661901589,2709.152934958217,1180.3520228338443,2517.4273706366434,1786.1907934928427,1353.0975687059088,1993.3031455334665,1971.1689351430075,1545.746654595165,1512.7169597940278,3057.215901540251,11510.6748772038
2020-10-20+1week,589.951074575343,562.5164547209605,1037.230502227022,17539.91893654438,5059.607354818673,2083.984778117814,1026.8042852263557,906.6757921314264,5705.619939061089,2635.5968090963224,2643.4765246164284,1417.1999543226584,4527.779812675546,2433.454268620407,1760.957481521253,3064.220291254907,3108.8629584788346,1755.6800863131896,1804.9390325644424,3684.2467688572824,10540.283110832299
2020-10-20+2week,727.4467526118582,550.8657761330322,1053.1729440604604,15409.15547203536,5249.083473798122,1846.2131910416042,1009.6347148739652,915.2483280947675,5437.584305961438,2501.970849798123,2659.785284981993,1469.2239249357563,3720.705945121846,2211.4616673184732,1727.6026944410535,2809.9213690049137,2940.168042375302,1667.2297816720968,1794.7058542440784,3700.23789061847,11480.353566960937
2020-10-20+4week,695.193142749788,437.5291637309822,1037.5253054335076,14457.03374714925,5213.493268137657,1727.2470795642112,1049.1931165936426,806.9012611798637,4979.403339865452,2734.7501807965045,3153.9694899170145,1294.806829654175,3296.3635924089817,2186.43019446269,1679.0425543405177,2406.5818523608814,2607.1663628321926,1890.7392691890466,1882.8033618024951,3766.8631150978313,13200.594664771657
2020-10-21+1week,587.5975475876589,542.961622467396,1046.4760997641113,17418.630350177737,5289.190124664395,2099.134512145908,982.431706217541,799.5105396795639,5593.411062684398,2573.915376955042,2615.9737846418057,1370.3428397058149,4413.304105431463,2441.6123910718115,1732.944116861384,2961.1238367277256,3157.1245914888123,1724.5372016131275,1867.4975524695533,3674.2386716906094,10465.339458010989
2020-10-21+2week,756.4389020424127,529.046449689381,1058.223443252237,18199.770518832283,5203.406956483323,1932.2753631384367,944.4136088504741,876.2437966751755,5472.875046333589,2444.423885804412,2681.936708797223,1404.208441981024,3710.892411688784,2214.536229014545,1724.4794596889412,2754.1858630298893,2918.6632236368514,1644.4166566979998,1774.6209159391785,3677.2415153523843,11487.526057052226
2020-10-21+4week,745.5642830751572,449.1621935615536,1084.0914950571862,18444.825559100645,5141.489131487447,1678.0778635784982,940.5437878591483,761.6365411923412,5333.847925735063,2331.1696403399255,3120.741087056524,1256.5107739860423,3205.3593857846136,2184.9396560144914,1671.2194371428047,2394.255606230747,2628.1930342438077,1901.0376874326316,1879.4822547539707,3758.0842845864613,13031.630022483143
2020-10-22+1week,669.540726089981,556.7258495114518,1043.9323168668848,18578.101433264525,5182.857434544454,2143.1309936226303,999.382739087752,784.3660844271855,5845.202300886737,2698.9103733685583,2613.6304500467922,1424.175299195414,4052.670259792278,2492.820354966298,1694.435113534032,2967.8882398102714,3080.059930237184,1702.427274144357,1978.31999007766,3620.6767445911664,10894.170971976084
2020-10-22+2week,819.5528330568713,502.80442517183593,1048.4221456820728,19518.877721820827,5208.64848008763,1977.0753667157476,961.5795211817571,812.699833703723,5481.886136297922,2436.553176401792,2718.8770059993285,1432.9606234334753,3616.460935573754,2217.297697647606,1707.714211311999,2844.5210266742206,2868.280064822328,1632.2365420276878,1773.1078020315015,3711.344557556715,11090.2413556984
2020-10-22+4week,817.2447782202457,569.2673168900735,1033.687648051391,19505.10460639419,5081.531204088525,1747.0925441501465,917.1506572382617,778.1462716498622,5231.88775979996,2341.7295683090424,3263.12597458385,1213.6319685431968,3382.9086491787248,2182.9653110335994,1649.6117080287956,2411.4483052595706,2628.657680170324,1900.8960235054526,1965.2762370496273,3745.3015583159035,12585.785414288071
