예측대상일자,배추_가격(원/kg),무_가격(원/kg),양파_가격(원/kg),건고추_가격(원/kg),마늘_가격(원/kg),대파_가격(원/kg),얼갈이배추_가격(원/kg),양배추_가격(원/kg),깻잎_가격(원/kg),시금치_가격(원/kg),미나리_가격(원/kg),당근_가격(원/kg),파프리카_가격(원/kg),새송이_가격(원/kg),팽이버섯_가격(원/kg),토마토_가격(원/kg),청상추_가격(원/kg),백다다기_가격(원/kg),애호박_가격(원/kg),캠벨얼리_가격(원/kg),샤인마스캇_가격(원/kg)
2020-10-02+4week,848.3876898685825,697.342270661136,978.3487792987013,19220.896400939393,5276.190469358505,1511.3068236616382,977.4742259201176,725.4752843659663,5675.77397695408,3198.5949396236824,2583.9390045757305,1148.2853097960724,2844.49832529633,2191.739130441301,1694.7609190748765,2248.7529508440225,2821.8940928800716,1829.136560283807,1763.52405263105,3830.63534256263,12186.238485120257
2020-10-03+1week,1077.6269382614526,680.5271453934168,935.7089307364172,22846.454716474935,5384.389072655602,2000.8369399025246,1194.1292229956123,882.7779390730444,5192.275470560168,2457.904736492748,2483.060737030408,1390.9911955674504,3808.2360709479585,2205.94927139756,1846.0813685541991,2876.3698501241724,3161.648079284155,1851.5827112143918,2064.3568501540217,3986.48255801615,11049.582089498062
2020-10-03+2week,865.3356261714397,755.7995468315582,928.3094882624905,19488.240663587632,5363.699138569723,1780.1734317427097,1041.289004717642,670.9693169266521,5493.012201349444,2392.4204227827026,2782.35127060674,1213.0933058486453,3612.46728558111,2193.565929947467,1682.103613210041,2794.277224498583,3192.503005144753,1642.6632967953258,1723.0924172477269,3828.073935231272,11145.388633529297
2020-10-03+4week,776.6104814805387,595.1626174906403,912.4713931487529,14389.845237954318,5462.449919446617,1383.3245498174583,977.3156038307196,696.9773388394614,5446.149802916901,2633.9691145146135,2576.0785236531397,1010.719435590323,2893.497808618392,2191.739130441301,1699.5660673116495,2238.373130381308,2711.7984884280595,1829.136560283807,1770.6309954280334,3774.1515227793175,12495.032287721831
2020-10-04+1week,921.5416645430136,828.0999794024187,971.52553618451,17893.053833190766,5021.161985713427,2054.052514091772,1007.5125064578414,702.596069562358,6010.368035951291,3221.092528148944,2627.047031146814,1507.4577088191795,3632.5040735465823,2125.4109375918824,1804.324853479912,3086.0998427445124,3183.929065533985,1663.4025279654395,2130.583745959584,3997.880997905784,10869.844942785096
2020-10-04+2week,791.1673487918141,810.4568510293863,962.7548876049661,18711.346513129654,5053.442127273701,1978.1480239010011,929.7285307734724,610.249561288636,5804.996692712899,3466.34399409588,2733.052681215311,1368.4182019078185,3805.813867172459,2193.565929947467,1682.103613210041,2945.0057359711327,3180.7533456021474,1732.429390780667,1779.6130634284366,3965.3968074038585,10465.948762389353
2020-10-04+4week,778.5306539721342,729.801238526374,958.9591666643008,14638.369778664157,4983.380865020887,1517.59941361165,901.6689601395177,757.2711214116628,6223.25594086472,3249.0018421205054,2666.2844088841493,1120.8235863109853,3241.1241782821894,2193.9264467820403,1701.4878150430372,2225.1449885243405,2726.656136671873,1829.136560283807,2096.741256054368,3889.729685575523,12376.951175140115
2020-10-05+1week,840.5654754049885,770.1242119208462,894.9506713956829,20557.674129847,4780.701330049571,1891.3550782744796,1047.7318350384612,643.1918800009887,5779.958137641348,2187.8573041219024,2594.835912765932,1500.1424145558083,3545.465720027732,2100.7621069301986,1733.6625085913065,3174.177515109081,3124.4826135060753,1927.4274719526982,1982.6186724085574,3865.7682968934855,10212.852334534624
2020-10-05+2week,738.0837218930228,745.8920803120315,876.9711591200636,19677.983744986243,4900.521680321818,1838.9328875483975,1040.8491434497355,640.7466881927515,5479.9393241124535,2418.1144644127457,2829.485132392277,1315.5965466807766,3592.876560636637,2193.565929947467,1689.180498989836,3008.39920487177,3208.810508653932,1630.9768161760146,1681.1020876595853,3857.309964573707,10973.02226394543
2020-10-05+4week,693.9054478909899,681.866788736751,882.065613403655,13098.774369845885,4673.993862924896,1473.4557579679004,1027.385662396502,699.3109281189783,5484.342769233387,2615.2911039021933,2709.5748239145523,1079.157359067795,3086.2756459297225,2191.739130441301,1701.4878150430372,2219.3518029581614,2759.0925518904164,1829.136560283807,1848.3458017432686,3814.3046724186465,12657.538133230259
2020-10-06+1week,1084.2309715859624,940.4073936559494,934.337966367871,16482.12394330514,5333.861060091315,2076.6748671594146,972.5695589899639,815.3697805020952,5233.62701658427,2378.4855354126394,2610.1164157977328,1339.0798441372601,4161.371368173332,2351.5969310519185,2269.0667000204794,3204.5421192728077,3109.814124436882,1906.9541295445197,1711.6726435000417,3907.171237654288,10538.541566039934
2020-10-06+2week,957.3173056467919,821.6953661230364,917.6692229854827,18275.14334033954,5294.135477858639,1743.3113250388612,935.4678829806994,707.0507398424505,5276.543033041392,2154.4532837778434,2571.7619951989304,1244.3439665417782,3645.8463801974676,2193.9627861571726,1689.180498989836,2907.6422407931755,3181.5797985955337,1565.0919072187696,1672.8464033165644,3790.9310917484727,11155.502044198702
2020-10-06+4week,747.3650651724449,766.0485904113013,956.6051105457886,14281.692579979745,5069.095225836818,1484.1468923494838,1016.9429049502271,711.321706178955,4913.940628556355,2387.15899155242,2616.642975933788,1032.5587502477026,3201.7134832182037,2191.739130441301,1701.4878150430372,2223.9245346074645,2663.907464143262,1832.3275083606716,1829.52552614479,3788.6427788079304,12679.460097593414
2020-10-07+1week,1225.3118651489451,957.8144534514619,1011.7492135563425,18771.857555156952,5199.086968402828,2194.15189447218,1012.3574844445085,880.1622838381892,4919.1193490974365,2126.1481910859725,3333.754159676569,1218.2543680605588,4237.489095745018,2422.9315462263,2393.431912925274,3195.7627965224715,3082.3712550122777,1821.7868827104378,1524.1424905864633,3994.1070386462598,10888.066899383512
2020-10-07+2week,1059.3653224079824,837.3950187139816,965.0210219913863,17717.199605386257,5170.146651958094,1730.0371317061758,887.9542772483607,769.10946930291,5239.31256295989,2216.254002242871,2641.585553795432,1167.941789353219,3670.380595747772,2193.683699195219,1682.103613210041,2918.983758818774,2964.132716419127,1607.5198795207848,1596.1891218364235,3758.3175128994876,11640.277126232284
2020-10-07+4week,782.2871699767051,819.5118858436882,1047.9212887583756,19976.62256938617,5131.65522222045,1449.053407120886,1123.1477129025218,681.2892531071479,4326.208437235833,2329.78148630378,2627.4214213570144,981.9903310920687,2865.9500464408156,2192.709123319396,1701.4878150430372,2221.4010973791574,2597.825752556175,1829.136560283807,1755.103364722998,3812.2728242682956,12178.33585698579
2020-10-08+1week,1300.3156487777012,897.8234718866156,1018.4302707815744,16483.78652819513,4834.015986767784,2062.7332657124925,1006.1809327551772,735.4332751315847,4682.40461467624,2502.0882992601023,2463.1076626191634,1241.7057642814648,4355.026083112048,2441.4603969465315,2087.8860650767015,3145.0192825995973,3106.0644217747035,1859.403602524552,1577.1457953362406,3810.511271594731,9895.121724551675
2020-10-08+2week,1075.1418684574999,868.6215378779301,981.1037414642797,19539.778926893414,4883.888052185975,1593.586649290017,1061.5799075670038,715.7971117856702,5243.873569787744,2424.274302431905,2730.8660082520296,1160.1772146432002,3781.8639084692018,2195.594371582109,1678.6167112490975,2926.147780875177,2940.1804013128954,1665.8238245584728,1615.6833598545463,3684.2404180667545,11181.901497680248
2020-10-08+4week,787.5820276133661,811.4475046749823,1017.7124262208803,19207.751294980346,4810.588569516136,1509.7468183339042,1050.9858643463551,668.391289271758,4253.030434597764,2662.6619778460063,2564.7521880830873,1134.5555646834896,3040.1166009822327,2187.332864810786,1672.8158281349563,2195.4847946645127,2582.544498327013,1829.136560283807,1873.226142568053,3718.560840892331,10753.274685583516
2020-10-09+1week,1262.2510590062582,900.0305826340151,1047.3803476452142,21634.081294766434,5068.468006684701,2176.4107778252956,999.884857230136,760.5455889264658,4832.261642025035,2422.6029655188745,2489.846406211972,1185.6393823353192,4053.628408245771,2492.091646752655,1848.990153302824,3225.4411879702993,3101.480313997156,1800.186079606073,1567.0520781567432,3836.718916752191,9799.88018723751
2020-10-09+2week,1020.7260165548845,865.176235394322,1017.4182002460869,19353.637627974604,5168.759026557352,1595.4700143437765,1084.751689782962,738.4948287769465,5255.839730325004,2159.850649442518,2733.41607496759,1148.4933928998134,3605.047828102985,2195.594371582109,1678.6167112490975,3036.419067178805,2941.2572312324683,1735.1158549719576,1570.9447570066386,3742.8614284612313,10960.663150422222
2020-10-09+4week,777.363083872328,821.9463686242184,1031.9747276411233,15710.121494599878,5231.027385852765,1587.810360531971,1083.648887760146,684.262556367974,4229.729881571858,2576.605813513229,2585.1843050997086,1096.5128511515336,2816.3618507980864,2191.830838797646,1672.8158281349563,2204.4326763907584,2574.6632962125086,1829.136560283807,1846.3259409766972,3756.7580228286597,10962.421369946725
2020-10-10+1week,1202.615832634975,846.2096758396547,1050.7593821824098,19072.993666013303,5110.75854945774,2302.550398770107,937.7381122408956,829.4566697153352,5067.738585000607,2227.894745659888,2622.36334125538,1180.8313672781999,4092.6089715605417,2379.408467318374,1718.469596902342,3210.125175106539,3090.8289599596114,1829.4895924065422,1535.5745371259825,3792.8251873529043,9224.975600241583
2020-10-10+2week,1003.8333351757684,835.8866601198232,1030.1846860074847,19680.552816372154,5130.184397210839,1855.0140106702502,1012.3570089822459,803.7541146170979,5241.027089688906,2325.8153169193806,2702.5416326830964,1173.4509605494743,3524.396556732418,2195.594371582109,1678.6167112490975,3027.6502266249513,2954.344685104716,1792.7487855593893,1562.4395206169627,3735.8039714145916,10728.386606352971
2020-10-10+4week,779.416298375189,772.8963701562853,1050.8938013225666,17096.85878856044,5202.617621063706,1576.5959261758883,1053.5355003611899,689.4155326786711,3935.282073888684,2605.09835147833,2656.6469386116078,1066.379096169547,2870.523330667643,2193.282332360988,1687.7707060423916,2228.5521528065356,2558.3937483620034,1829.136560283807,1782.5537299627858,3745.720400538057,10939.665472516504
2020-10-11+1week,1241.2681453322034,745.8700346886144,1077.2918712740036,19568.748780160007,4914.784012221319,2152.63810121306,902.8576739399386,858.0973118057557,5409.267738764894,2580.57029745064,2677.568390987301,1553.03149088057,4148.104949155325,2378.3354520562466,1590.5405026221868,2932.1325376163113,3115.619127404795,1769.9448550000363,1570.7252446537334,3744.6205657480177,9028.906540263384
2020-10-11+2week,932.8930340702047,778.0845021673679,1063.3911970853642,19227.476887837376,5109.049668142747,1653.4651637726902,905.2301453769554,819.9584658813595,5283.8074978875065,2732.07099241401,2613.611598359635,1355.165691146502,3636.106875983688,2199.7248072980174,1679.3871658049559,2887.6792250750896,2927.5034542144303,1663.2773903232935,1660.4450490363424,3810.7722248038995,10097.024015660405
2020-10-11+4week,729.8143476872726,643.0994926258587,1067.2180640160336,19094.731003532223,5183.52077362315,1556.6796142891208,953.1031239573205,706.503847875538,4504.479095101875,2567.7595774054644,2716.2904889919428,1318.7749623587713,3195.3086682034127,2193.282332360988,1679.6977261163504,2204.4326763907584,2577.3587664446954,1829.136560283807,2002.4104713626416,3729.0637693159742,10807.516370758014
2020-10-12+1week,994.8239894341614,818.4451558939559,1023.650667358943,19271.54981601745,5404.769870320719,2190.6142024184896,1066.8407718388494,1002.8373481204526,4857.005362994318,2358.4437809778524,2610.3635621709113,1577.374801883298,4064.3959884803867,2327.1303692135634,1797.4043275657425,3399.892714778172,3200.7405490058095,1719.2485652240593,1471.5844333525604,3812.5487218840667,9924.32874452517
2020-10-12+2week,921.5089314172151,795.9904307705164,1020.8693426124803,15861.58852906497,5138.775558092553,1805.2242396565755,1122.727360887371,821.0141938999377,5120.140108822237,2525.4957360501653,2778.8881334102034,1492.825900044095,3494.0781421018196,2195.594371582109,1689.180498989836,2932.049089284405,2926.1677346063952,1662.9916805992898,1581.7247896616032,3831.135934658061,11024.845899336595
2020-10-12+4week,709.9881333102294,747.6489938622848,1008.1887777292346,16283.320549580827,5432.103517475892,1629.3250019727718,1131.402524612878,770.2130467799117,4107.465318125107,2270.7204019874553,2722.38988532399,1349.8274673542692,2964.483201178402,2190.376407620747,1691.2877064737827,2199.794054160582,2557.546473085625,1829.136560283807,1844.7224646346326,3790.8948606866297,12331.729851242477
2020-10-13+1week,915.2031394732572,724.6255330927936,1005.7332725303559,16913.39076999298,5399.189018955739,2061.499913380086,1037.1407197268304,1028.5852175262885,5136.586075883978,2357.985762006232,2660.5076617772656,1383.913032730315,4272.636175097957,2446.1228518873518,1767.9352087521513,3411.347119360357,3042.2339880507743,1709.888696318643,1467.9894607052192,3835.3528374043153,9712.39843207269
2020-10-13+2week,922.5906170925645,743.8965884832791,1009.3842857479838,19080.99048823606,5270.567367364035,1773.908596947199,1042.960577681518,845.7770054787026,5250.513447502641,2442.547359677506,2669.996546842704,1405.1542620804153,3652.841110622427,2195.970508690055,1689.180498989836,2767.5391838500464,2923.481784256338,1732.5554567193742,1593.9563248551103,3784.778703448552,10915.759622428215
2020-10-13+4week,703.0794691947838,682.4583971785547,1024.0142454185748,17770.407275388985,5323.39985412826,1538.242696669953,1084.5459611279844,754.5309274417299,4185.225175310168,2282.2891318613483,2726.669875019428,1222.1023631939865,3223.505939947963,2190.376407620747,1687.2700611720675,2199.12029426018,2535.6557523726756,1832.3275083606716,1782.2782159949563,3775.723660006268,12543.483925985016
2020-10-14+1week,787.2645216538507,749.7242329942055,1034.1424254810208,18430.4058694151,5401.629758980121,2069.4910378740838,997.7931849673955,1077.314982876996,5246.459132878848,2459.566491294748,2611.5357434436933,1500.151544145153,4469.986634727524,2442.3251976691536,1712.4524732499556,3340.1256572655184,2970.6237036291577,1655.7432069316849,1569.7143468388556,3771.2537540991834,9678.505241214409
2020-10-14+2week,842.4954783815181,706.7221187685528,1016.6499370451849,16690.903825825284,5437.59549247211,1797.9538622317411,922.4725542434052,869.5099081489437,5250.802747586,2528.0531489402215,2614.840860381814,1508.7726282400583,3721.9686448224948,2195.594371582109,1682.103613210041,2795.56163219153,2913.87902155348,1617.611636512028,1579.5995719052548,3657.4909280922566,10981.762606408627
2020-10-14+4week,718.7952350364505,636.622738502864,1088.9927130395595,19213.512922439386,5183.49845194348,1586.7279388843103,1038.6463056693206,717.5826590868737,4163.193112555406,2168.6640660375083,2885.2353477471793,1272.3520574273184,3040.4851842310945,2190.1534822113063,1673.777015560287,2227.2387641167293,2581.9354541270995,1832.3275083606716,1870.8379159561982,3786.1294911166756,12136.582764437848
2020-10-15+1week,747.5244884603837,749.7362190709546,1012.0123868650237,20965.53032711347,5015.470636710907,2012.5775614058593,940.4731024440518,1092.8131852511087,5170.142920100536,2755.6071995174,2544.5822566495654,1364.561458450766,4388.296353926183,2480.5020456242473,1697.0591336876996,3299.600365195386,2913.2205773954965,1682.7256486704941,1511.8946596351884,3802.2525593187515,9447.432768365237
2020-10-15+2week,832.4951005452859,694.1179406982161,974.9583235788688,19387.32678366232,5079.955365731419,1840.744536021123,955.5006025453652,837.4940598653842,5121.719503905077,2486.2243941807205,2647.3525680721405,1337.906603498278,3778.2363985528473,2195.594371582109,1682.103613210041,2986.275742571299,2899.9035731590434,1619.9145799183127,1632.4479065244975,3743.165215643958,10651.388241061279
2020-10-15+4week,796.3664122792336,602.575914519318,1036.0635429232605,18357.821136898598,4953.000420275859,1494.9697380283128,1019.6343601716675,761.5667849896741,4332.350446085623,2374.54892717527,2949.5346428673993,1153.9122506699348,3037.064338398416,2190.9490301972305,1690.5331211112475,2218.7720612695603,2603.7988225261756,1829.136560283807,1873.0088704813463,3772.0586978319443,11778.515840161323
2020-10-16+1week,731.6748442211758,731.2391425933124,1041.5089548333492,18785.64090429729,5306.348352252508,1910.9091334071009,955.1157240753204,1126.0947177369524,5347.877820737156,2589.3926599145,2584.65504189343,1415.982887238759,4491.363996242178,2491.447335539902,1599.3151511746762,3300.9704903539046,2895.653790454229,1682.182759664859,1536.4440799851866,3807.19152771916,9589.304498003694
2020-10-16+2week,849.0288905755373,648.6514267330681,1049.5468290267227,18705.915571964655,5176.255212607287,1757.0054819314555,961.702858680401,864.6269487197802,5244.889252022797,2452.132701351452,2588.1179057236213,1383.5707469890642,3774.4211113260676,2196.3419372336966,1674.0437041811304,3013.072779310985,2890.9586012988693,1616.0134141152776,1660.9370567313824,3709.615892985387,10574.577751801622
2020-10-16+4week,786.8739845020903,612.5044914452614,1063.1075354917903,19696.66819054963,5339.771406773982,1472.5287987370668,979.1758992098221,776.5846704690517,4303.715719057388,2394.2590955816404,3036.671254314267,1192.685392227311,2802.7363163669725,2192.400523760573,1690.5331211112475,2228.7521801932885,2609.8252635830067,1829.136560283807,1801.4009471912411,3773.367359600219,11824.361972483888
2020-10-17+1week,697.2538605351164,753.3322213597897,1034.6806425658701,23037.71752953976,5354.409592797938,2111.1952454469492,952.7797189825316,1141.2638408634632,5340.954848360759,2458.211492267369,2595.069138054667,1309.7534978891194,4652.215887783527,2432.130970990266,1680.571813740652,3231.101717534278,2886.077587151961,1672.880743360712,1535.2223204465884,3665.1930464116313,9693.848750505842
2020-10-17+2week,796.2290174090703,613.0715489235637,1043.9820837494979,20871.884145088745,5242.662093933315,1818.7549378912765,944.9036283987291,818.4568013049433,5183.746276402964,2464.5249836976573,2575.7078236121406,1228.6174454473432,3648.918566032985,2196.3419372336966,1678.6167112490975,3001.6604141168614,2890.8456117190685,1731.8228434242442,1684.1690427372478,3705.0722702094563,10487.627338816204
2020-10-17+4week,798.4956821026695,573.9220814934699,1068.2936219844555,20344.402627424566,5412.705189612573,1477.0600168298793,1083.442954431631,787.825393243395,4175.579523262853,2615.032928192163,3211.723731269105,1105.9129300634156,2837.751147840245,2192.400523760573,1690.5331211112475,2237.7283533986238,2561.0556122638204,1829.136560283807,1761.3133812178435,3746.35879001413,11747.205512137882
2020-10-18+1week,773.2351541149902,622.2109458653985,1046.2608743190203,21532.49511409218,4851.830596276401,1896.2517754694645,872.0678229618951,910.7917551925481,5674.769164164142,2640.140397030844,2560.73239814767,1372.612755462189,4623.132848636248,2475.476218522932,1601.5884714166953,2832.1422755943067,2862.2933645377634,1686.226554251417,1814.602543520475,3665.4268165951507,8816.719850223331
2020-10-18+2week,852.4999066586729,599.4802983759536,1061.771366582836,17626.454547273916,4832.948388767608,1618.8624518913352,878.3741565552955,802.3501861650669,5329.327012288551,2698.359363325443,2562.0805083964797,1377.5869038632866,3754.515773217,2196.3419372336966,1679.3871658049559,2877.645964838752,2882.1166002671157,1544.425711793096,1741.5466252438941,3689.267245956962,10098.440122278747
2020-10-18+4week,841.206361212356,526.0200342118068,1063.2161600699894,18746.64172106026,5049.622438893078,1474.9636149163653,915.0904694067675,718.3509090486201,5036.581933516428,2793.6630047220096,3276.969662521148,1275.8366692719724,3085.215375382505,2192.400523760573,1687.7707060423916,2203.4249274208096,2569.9494187247933,1832.3275083606716,1941.6800072805022,3741.9615311500597,10923.208795545821
2020-10-19+1week,631.5406409100152,671.6556384851374,1027.6491732166808,19927.15855030419,5083.639591913468,2061.0195766289567,1034.6726074759847,966.2815385293857,5146.844763825267,2442.723902344516,2705.983896715628,1549.933601791746,4103.569362964002,2389.190977105441,1600.4607545911138,3154.128722732941,2921.7055056417485,1837.0674755396813,1556.5399521337692,3697.567272301265,10081.334300741031
2020-10-19+2week,620.0327381933224,599.7439530560346,1045.938352948005,19794.105304958914,5257.069822490662,1824.2745071151078,1030.8172771288057,935.5244642800411,5226.015119456513,2352.239585480638,2648.4238269645457,1443.1528988064945,3521.022127601804,2196.3419372336966,1678.6167112490975,2826.1089914472554,2898.281945249616,1626.2265546182875,1626.629358046624,3765.514059172401,10872.486881890152
2020-10-19+4week,668.7118998173312,485.7279338323317,1055.704702484053,13250.148127192955,5374.948694000687,1690.0100266599784,1101.179194888633,772.1347138900915,4476.444977962515,2263.506302723485,3067.804872093886,1358.0532194142772,3215.380453828074,2192.160267505514,1687.9416560903185,2243.767644766858,2633.0828949933148,1829.136560283807,1780.3677493867635,3797.528418341453,12364.503276943942
2020-10-20+1week,520.2515885069942,545.1897021023765,1045.9255448012552,17517.88260041436,5167.88416621992,2174.478035573649,945.3978693774118,886.821931261041,5513.711633288003,2551.6523146352433,2646.0661494065616,1373.3153501835018,4531.032551166722,2470.547377392602,1706.8008733432807,3017.27466196602,2891.861942414011,1731.1083974820808,1678.901465960703,3670.3842115201555,9693.116832281918
2020-10-20+2week,680.4724203871999,536.2066494928062,1061.2841215937642,14977.193990270114,5390.648276387453,1876.5280713272844,926.7532165201237,897.8870608435103,5181.28095452999,2371.662308558073,2605.510065659267,1438.3490114793713,3603.1899986111607,2193.565929947467,1678.6167112490975,2745.8606309176653,2895.3763124311295,1616.8264580614616,1668.4023406843942,3672.342280107341,10568.664050927404
2020-10-20+4week,624.0150441729049,396.44205655099233,1038.4251012023828,13963.005267506738,5342.268633663988,1701.040858311663,984.2408796749941,746.0982839355956,4753.119814185429,2723.3944891740553,2977.916656711865,1236.5323295467954,3357.909242782018,2194.551735280263,1687.9584448826986,2236.687485443399,2644.3617883197544,1832.3275083606716,1838.7116870922907,3783.7999534943356,12466.135246429762
2020-10-21+1week,520.0064491545263,519.80598147485,1055.9612160470183,17392.480126472525,5415.313834478889,2202.105944694339,901.0031378813175,754.9227962415318,5364.032183587153,2495.4171858609047,2633.4356037586595,1325.4392617186534,4377.391914824281,2477.1833139260466,1674.5826827567987,2906.0875829347633,3033.9479576735425,1684.2431748440742,1743.6329356462943,3647.4039058216026,9565.964086991404
2020-10-21+2week,718.1021901648046,506.7780547868771,1066.780248729192,18509.99119824661,5296.037345370246,1992.2597931473256,856.5326148683868,849.9113438474177,5225.246097761975,2326.294322079335,2644.483686890608,1369.0926064336154,3597.32041002215,2195.594371582109,1679.3871658049559,2691.283713063271,2944.8403970090753,1577.286996069216,1635.5265933053336,3636.1855031905,10544.91986685069
2020-10-21+4week,689.9122645816218,408.7356667166263,1095.6983359522915,18985.817700791355,5216.352925589426,1648.6825956216833,858.2269935692775,689.9709221045138,5197.777781021984,2246.92102646735,2948.8375369040737,1200.636830804053,3234.8581355627975,2192.96091967879,1684.5904194424563,2225.735638298882,2713.5752530631444,1829.136560283807,1822.4463536833773,3765.519879983912,12247.21544939992
2020-10-22+1week,619.2686554480532,543.3325130320059,1049.879727558964,18949.17672216055,5276.878271387816,2251.038069650535,934.2612865379238,741.2257298019786,5688.070704495903,2673.0109995148896,2661.683150584299,1398.4090998017884,3953.0062598816558,2539.794504608952,1645.7058822434096,2921.2080452920327,3008.454360742029,1664.9378463848961,1879.2861373499359,3599.6190772745913,10166.899237564807
2020-10-22+2week,792.7642782230228,479.3941928744231,1052.3140229852816,20281.459511657034,5299.304867056576,2039.832350303458,890.1558440065717,774.4724670956692,5254.679587893609,2343.7049289261827,2711.978850940684,1411.959114411631,3520.3125892437306,2199.7248072980174,1679.3871658049559,2808.5263631685452,2944.4097180652843,1566.7402336303742,1635.9335324284648,3702.0577319373037,10119.620074440501
2020-10-22+4week,776.917068746189,564.1501996745104,1030.222468648218,20425.48054753596,5139.500368758982,1727.2530591763507,839.5382799779196,714.6330579885736,5087.505255329962,2287.477966052271,3152.6679572707753,1153.5586546577708,3479.2158858704634,2193.183845088231,1679.8686761642773,2242.8970981318707,2745.19031289276,1829.136560283807,1926.4750478805636,3772.3869172604363,11786.47993136628
